year,job_title,job_title_clean,count,avg_regular_pay,avg_overtime_pay,avg_other_pay,avg_total_pay,avg_benefits,avg_total_pay_benefits,estimated_regular_pay,estimated_overtime_pay,estimated_other_pay,estimated_total_pay,estimated_benefits,estimated_total_pay_benefits,source_page,source_total_pages,source_url,source_note,scraped_at_utc,cache_version
2014,CEO MED CTR,CEO MED CTR,5,839512,0,296921.6,1136433.6,85815.6,1222249.2,4197560,0,1484608,5682168,429078,6111246,1,56,https://transparentcalifornia.com/salaries/2014/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:09:13 UTC,2026-03-31-parser-v2
2014,ASC CHF INV OFCR,ASC CHF INV OFCR,1,211459,0,753327,964786,40820,1005606,211459,0,753327,964786,40820,1005606,1,56,https://transparentcalifornia.com/salaries/2014/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:09:13 UTC,2026-03-31-parser-v2
2014,SR MGN DIR FIXED INCOME ASSETS,SR MGN DIR FIXED INCOME ASSETS,1,379181,0,507898,887079,65489,952568,379181,0,507898,887079,65489,952568,1,56,https://transparentcalifornia.com/salaries/2014/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:09:13 UTC,2026-03-31-parser-v2
2014,EXEC DEAN SAC,EXEC DEAN SAC,1,342946,0,446950,789896,59847,849743,342946,0,446950,789896,59847,849743,1,56,https://transparentcalifornia.com/salaries/2014/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:09:13 UTC,2026-03-31-parser-v2
2014,SVP HS AND SVC,SVP HS AND SVC,1,587250,0,124916,712166,92836,805002,587250,0,124916,712166,92836,805002,1,56,https://transparentcalifornia.com/salaries/2014/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:09:13 UTC,2026-03-31-parser-v2
2014,VC AND DEAN SOM,VC AND DEAN SOM,4,507200.75,0,202910.5,710111.25,61676.25,771787.5,2028803,0,811642,2840445,246705,3087150,1,56,https://transparentcalifornia.com/salaries/2014/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:09:13 UTC,2026-03-31-parser-v2
2014,CHF INV OFCR,CHF INV OFCR,1,412445,0,277434,689879,76945,766824,412445,0,277434,689879,76945,766824,1,56,https://transparentcalifornia.com/salaries/2014/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:09:13 UTC,2026-03-31-parser-v2
2014,PRESIDENT OF THE UNIV,PRESIDENT OF THE UNIV,1,570000,0,14611,584611,88456,673067,570000,0,14611,584611,88456,673067,1,56,https://transparentcalifornia.com/salaries/2014/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:09:13 UTC,2026-03-31-parser-v2
2014,COO MED CTR,COO MED CTR,5,498922.8,0,85941.6,584864.4,79507.8,664372.2,2494614,0,429708,2924322,397539,3321861,1,56,https://transparentcalifornia.com/salaries/2014/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:09:13 UTC,2026-03-31-parser-v2
2014,PRIVATE EQUITY MGR 3,PRIVATE EQUITY MGR 3,1,281717,0,243271,524988,51073,576061,281717,0,243271,524988,51073,576061,1,56,https://transparentcalifornia.com/salaries/2014/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:09:13 UTC,2026-03-31-parser-v2
2014,CFO MED CTR,CFO MED CTR,5,414542.8,0,76849.2,491392,73527.4,564919.4,2072714,0,384246,2456960,367637,2824597,1,56,https://transparentcalifornia.com/salaries/2014/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:09:13 UTC,2026-03-31-parser-v2
2014,ASC HEAD COACH CRD 4,ASC HEAD COACH CRD 4,3,142672.67,0,384418.67,527091.33,26254.67,553346,428018.01,0,1153256.01,1581273.9899999998,78764.01,1660038,1,56,https://transparentcalifornia.com/salaries/2014/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:09:13 UTC,2026-03-31-parser-v2
2014,ABSOLUTE RETURNS INV MGR 3,ABSOLUTE RETURNS INV MGR 3,2,256588,0,218756,475344,43125.5,518469.5,513176,0,437512,950688,86251,1036939,1,56,https://transparentcalifornia.com/salaries/2014/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:09:13 UTC,2026-03-31-parser-v2
2014,GEN COUNSEL VP LEGAL AFFAIRS,GEN COUNSEL VP LEGAL AFFAIRS,1,421200,0,8916,430116,73261,503377,421200,0,8916,430116,73261,503377,1,56,https://transparentcalifornia.com/salaries/2014/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:09:13 UTC,2026-03-31-parser-v2
2014,REAL ESTATE INV MGR 3,REAL ESTATE INV MGR 3,1,291995,0,154455,446450,50024,496474,291995,0,154455,446450,50024,496474,1,56,https://transparentcalifornia.com/salaries/2014/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:09:13 UTC,2026-03-31-parser-v2
2014,CAO MED CTR,CAO MED CTR,1,341061,0,72962,414023,70572,484595,341061,0,72962,414023,70572,484595,1,56,https://transparentcalifornia.com/salaries/2014/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:09:13 UTC,2026-03-31-parser-v2
