year,job_title,job_title_clean,count,avg_regular_pay,avg_overtime_pay,avg_other_pay,avg_total_pay,avg_benefits,avg_total_pay_benefits,estimated_regular_pay,estimated_overtime_pay,estimated_other_pay,estimated_total_pay,estimated_benefits,estimated_total_pay_benefits,source_page,source_total_pages,source_url,source_note,scraped_at_utc,cache_version
2022,Chf Inv Ofcr,CHF INV OFCR,1,726347,0,1320919,2047266,110592,2157858,726347,0,1320919,2047266,110592,2157858,1,64,https://transparentcalifornia.com/salaries/2022/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:17:31 UTC,2026-03-31-parser-v2
2022,Ceo Med Ctr,CEO MED CTR,7,888384.29,0,333571.43,1221955.71,291071.71,1513027.43,6218690.03,0,2335000.01,8553689.969999999,2037501.9700000002,10591192.01,1,64,https://transparentcalifornia.com/salaries/2022/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:17:31 UTC,2026-03-31-parser-v2
2022,Ath Mgr 4 Pac12,ATH MGR 4 PAC12,2,300000,0,1040222,1340222,46666,1386888,600000,0,2080444,2680444,93332,2773776,1,64,https://transparentcalifornia.com/salaries/2022/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:17:31 UTC,2026-03-31-parser-v2
2022,Svp Child Svc/Pres Benioff,SVP CHILD SVC/PRES BENIOFF,1,1042133,0,196131,1238264,47724,1285988,1042133,0,196131,1238264,47724,1285988,1,64,https://transparentcalifornia.com/salaries/2022/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:17:31 UTC,2026-03-31-parser-v2
2022,Exec Vp Uc Health,EXEC VP UC HEALTH,1,912695,0,308635,1221330,34021,1255351,912695,0,308635,1221330,34021,1255351,1,64,https://transparentcalifornia.com/salaries/2022/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:17:31 UTC,2026-03-31-parser-v2
2022,President Of The Univ,PRESIDENT OF THE UNIV,1,933892,0,0,933892,58563,992455,933892,0,0,933892,58563,992455,1,64,https://transparentcalifornia.com/salaries/2022/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:17:31 UTC,2026-03-31-parser-v2
2022,Vc And Dean Som,VC AND DEAN SOM,5,694640.6,0,234664.6,929305.2,54213.2,983518.4,3473203,0,1173323,4646526,271066,4917592,1,64,https://transparentcalifornia.com/salaries/2022/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:17:31 UTC,2026-03-31-parser-v2
2022,Exec Vp Physcn Svc Vd Clin Aff,EXEC VP PHYSCN SVC VD CLIN AFF,1,740389,0,124779,865168,103103,968271,740389,0,124779,865168,103103,968271,1,64,https://transparentcalifornia.com/salaries/2022/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:17:31 UTC,2026-03-31-parser-v2
2022,Cso Head Of Hlth Affil Network,CSO HEAD OF HLTH AFFIL NETWORK,1,770197,0,144952,915149,51328,966477,770197,0,144952,915149,51328,966477,1,64,https://transparentcalifornia.com/salaries/2022/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:17:31 UTC,2026-03-31-parser-v2
2022,Coo Inv Svc Ocio,COO INV SVC OCIO,1,409399,0,443699,853098,95217,948315,409399,0,443699,853098,95217,948315,1,64,https://transparentcalifornia.com/salaries/2022/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:17:31 UTC,2026-03-31-parser-v2
