year,job_title,job_title_clean,count,avg_regular_pay,avg_overtime_pay,avg_other_pay,avg_total_pay,avg_benefits,avg_total_pay_benefits,estimated_regular_pay,estimated_overtime_pay,estimated_other_pay,estimated_total_pay,estimated_benefits,estimated_total_pay_benefits,source_page,source_total_pages,source_url,source_note,scraped_at_utc,cache_version
2012,TREASURER OF THE REGENTS,TREASURER OF THE REGENTS,1,470000.04,0,817285.2,1287285.24,0,1287285.24,470000.04,0,817285.2,1287285.24,0,1287285.24,1,52,https://transparentcalifornia.com/salaries/2012/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:08:09 UTC,2026-03-31-parser-v2
2012,CEO MED CTR,CEO MED CTR,2,715000.02,0,193967.5,908967.52,0,908967.52,1430000.04,0,387935,1817935.04,0,1817935.04,1,52,https://transparentcalifornia.com/salaries/2012/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:08:09 UTC,2026-03-31-parser-v2
2012,DEPARTMENT CHAIR,DEPARTMENT CHAIR,1,168645,0,689490,858135,0,858135,168645,0,689490,858135,0,858135,1,52,https://transparentcalifornia.com/salaries/2012/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:08:09 UTC,2026-03-31-parser-v2
2012,EXEC DIR FUNC AREA,EXEC DIR FUNC AREA,8,431297.98,0,253851.89,685149.88,0,685149.88,3450383.84,0,2030815.12,5481199.04,0,5481199.04,1,52,https://transparentcalifornia.com/salaries/2012/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:08:09 UTC,2026-03-31-parser-v2
2012,AST TREASURER OF THE REGENTS,AST TREASURER OF THE REGENTS,1,306800.04,0,356931.12,663731.16,0,663731.16,306800.04,0,356931.12,663731.16,0,663731.16,1,52,https://transparentcalifornia.com/salaries/2012/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:08:09 UTC,2026-03-31-parser-v2
2012,PRESIDENT OF THE UNIV,PRESIDENT OF THE UNIV,1,591084,0,9515,600599,0,600599,591084,0,9515,600599,0,600599,1,52,https://transparentcalifornia.com/salaries/2012/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:08:09 UTC,2026-03-31-parser-v2
2012,COO MED CTR,COO MED CTR,2,446749.98,0,101080.44,547830.42,0,547830.42,893499.96,0,202160.88,1095660.84,0,1095660.84,1,52,https://transparentcalifornia.com/salaries/2012/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:08:09 UTC,2026-03-31-parser-v2
2012,SVP DESIGNATE,SVP DESIGNATE,3,451666.72,0,52416,504082.72,0,504082.72,1355000.16,0,157248,1512248.16,0,1512248.16,1,52,https://transparentcalifornia.com/salaries/2012/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:08:09 UTC,2026-03-31-parser-v2
2012,CMO MED CTR,CMO MED CTR,3,401168.68,0,91510.95,492679.63,0,492679.63,1203506.04,0,274532.85,1478038.8900000001,0,1478038.8900000001,1,52,https://transparentcalifornia.com/salaries/2012/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:08:09 UTC,2026-03-31-parser-v2
2012,ATH MGR 4,ATH MGR 4,1,392668.5,0,93774.51,486443.01,0,486443.01,392668.5,0,93774.51,486443.01,0,486443.01,1,52,https://transparentcalifornia.com/salaries/2012/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:08:09 UTC,2026-03-31-parser-v2
