year,job_title,job_title_clean,count,avg_regular_pay,avg_overtime_pay,avg_other_pay,avg_total_pay,avg_benefits,avg_total_pay_benefits,estimated_regular_pay,estimated_overtime_pay,estimated_other_pay,estimated_total_pay,estimated_benefits,estimated_total_pay_benefits,source_page,source_total_pages,source_url,source_note,scraped_at_utc,cache_version
2018,SVP CHILD SVC/PRES BENIOFF,SVP CHILD SVC/PRES BENIOFF,1,955432,0,153640,1109072,128863,1237935,955432,0,153640,1109072,128863,1237935,1,67,https://transparentcalifornia.com/salaries/2018/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:13:04 UTC,2026-03-31-parser-v2
2018,CHF INV OFCR,CHF INV OFCR,1,660613,0,475463,1136076,98482,1234558,660613,0,475463,1136076,98482,1234558,1,67,https://transparentcalifornia.com/salaries/2018/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:13:04 UTC,2026-03-31-parser-v2
2018,CEO MED CTR,CEO MED CTR,5,895893.8,0,222313.8,1118207.6,102813.6,1221021.2,4479469,0,1111569,5591038,514068,6105106,1,67,https://transparentcalifornia.com/salaries/2018/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:13:04 UTC,2026-03-31-parser-v2
2018,EXEC VP UC HEALTH,EXEC VP UC HEALTH,1,641706,0,149616,791322,108129,899451,641706,0,149616,791322,108129,899451,1,67,https://transparentcalifornia.com/salaries/2018/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:13:04 UTC,2026-03-31-parser-v2
2018,VC AND DEAN SOM,VC AND DEAN SOM,5,520978.8,0,207666,728644.8,60294,788938.8,2604894,0,1038330,3643224,301470,3944694,1,67,https://transparentcalifornia.com/salaries/2018/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:13:04 UTC,2026-03-31-parser-v2
2018,SVP ADULT SVC AND PRES,SVP ADULT SVC AND PRES,2,550911.5,0,100564.5,651476,87711.5,739187.5,1101823,0,201129,1302952,175423,1478375,1,67,https://transparentcalifornia.com/salaries/2018/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:13:04 UTC,2026-03-31-parser-v2
2018,CFO MED CTR,CFO MED CTR,5,481055.6,0,145024.8,626080.4,70331.8,696412.2,2405278,0,725124,3130402,351659,3482061,1,67,https://transparentcalifornia.com/salaries/2018/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:13:04 UTC,2026-03-31-parser-v2
2018,ASC CHF INV OFCR,ASC CHF INV OFCR,1,369030,0,216215,585245,83390,668635,369030,0,216215,585245,83390,668635,1,67,https://transparentcalifornia.com/salaries/2018/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:13:04 UTC,2026-03-31-parser-v2
2018,PRESIDENT OF THE UNIV,PRESIDENT OF THE UNIV,1,570000,0,8916,578916,75973,654889,570000,0,8916,578916,75973,654889,1,67,https://transparentcalifornia.com/salaries/2018/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:13:04 UTC,2026-03-31-parser-v2
2018,CMO MED CTR,CMO MED CTR,5,488368.8,0,72206.6,560575.4,92022.4,652597.8,2441844,0,361033,2802877,460112,3262989,1,67,https://transparentcalifornia.com/salaries/2018/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:13:04 UTC,2026-03-31-parser-v2
