year,job_title,job_title_clean,count,avg_regular_pay,avg_overtime_pay,avg_other_pay,avg_total_pay,avg_benefits,avg_total_pay_benefits,estimated_regular_pay,estimated_overtime_pay,estimated_other_pay,estimated_total_pay,estimated_benefits,estimated_total_pay_benefits,source_page,source_total_pages,source_url,source_note,scraped_at_utc,cache_version
2017,CHF INV OFCR,CHF INV OFCR,1,652454,0,949553,1602007,105459,1707466,652454,0,949553,1602007,105459,1707466,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,CEO MED CTR,CEO MED CTR,5,911375.8,0,269666.4,1181042.2,106380.6,1287422.8,4556879,0,1348332,5905211,531903,6437114,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,SVP CHILD SVC/PRES BENIOFF,SVP CHILD SVC/PRES BENIOFF,1,931923,0,229589,1161512,110680,1272192,931923,0,229589,1161512,110680,1272192,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,EXEC VP UC HEALTH,EXEC VP UC HEALTH,1,633782,0,199051,832833,115617,948450,633782,0,199051,832833,115617,948450,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,VC AND DEAN SOM,VC AND DEAN SOM,5,500251.6,0,294418,794669.6,58304.2,852973.8,2501258,0,1472090,3973348,291521,4264869,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,CFO MED CTR,CFO MED CTR,4,549870.5,0,145094,694964.5,81897.75,776862.25,2199482,0,580376,2779858,327591,3107449,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,ATH MGR 4 PAC12,ATH MGR 4 PAC12,1,519000,0,188900,707900,54502,762402,519000,0,188900,707900,54502,762402,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,SVP ADULT SVC AND PRES,SVP ADULT SVC AND PRES,2,518866,0,116222,635088,86020,721108,1037732,0,232444,1270176,172040,1442216,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,ASC CHF INV OFCR,ASC CHF INV OFCR,1,352963,0,238088,591051,73343,664394,352963,0,238088,591051,73343,664394,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,PRESIDENT OF THE UNIV,PRESIDENT OF THE UNIV,1,570000,0,8916,578916,71254,650170,570000,0,8916,578916,71254,650170,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,CMO MED CTR,CMO MED CTR,6,439432.17,0,103410.67,542842.83,85898.83,628741.67,2636593.02,0,620464.02,3257056.9799999995,515392.98,3772450.0200000005,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,SR MGN DIR FIXED INCOME ASSETS,SR MGN DIR FIXED INCOME ASSETS,1,344250,0,208775,553025,72437,625462,344250,0,208775,553025,72437,625462,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,ABSOLUTE RETURNS INV MGR 3,ABSOLUTE RETURNS INV MGR 3,1,311681,0,249231,560912,57969,618881,311681,0,249231,560912,57969,618881,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,CFO HEALTH SYS AND CAMPUS,CFO HEALTH SYS AND CAMPUS,2,488060,0,47437.5,535497.5,75976,611473.5,976120,0,94875,1070995,151952,1222947,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,CAO MED CTR,CAO MED CTR,1,396843,0,94080,490923,79606,570529,396843,0,94080,490923,79606,570529,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,UNCLASSIFIED SR MGR CT,UNCLASSIFIED SR MGR CT,13,410577.23,0,90370.77,500948,49600.15,550548.15,5337503.99,0,1174820.01,6512324,644801.9500000001,7157125.95,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,GEN COUNSEL VP LEGAL AFFAIRS,GEN COUNSEL VP LEGAL AFFAIRS,1,454574,0,8916,463490,86008,549498,454574,0,8916,463490,86008,549498,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,REAL ESTATE INV MGR 3,REAL ESTATE INV MGR 3,1,325950,0,164935,490885,51161,542046,325950,0,164935,490885,51161,542046,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
2017,MGD CARE MGR 4,MGD CARE MGR 4,2,371370,0,93822,465192,72135.5,537327.5,742740,0,187644,930384,144271,1074655,1,66,https://transparentcalifornia.com/salaries/2017/university-of-california/job_title_summary/,"Note: The averages are designed to capture only those who have worked a full year, and excludes those who worked on a part-time, seasonal, or partial-year basis.",2026-03-31 09:11:59 UTC,2026-03-31-parser-v2
